   5.1740303e-01   4.8259697e-01
   5.0643180e-01   4.9356820e-01
   5.7325315e-01   4.2674685e-01
   4.4658096e-01   5.5341904e-01
   4.9830572e-01   5.0169428e-01
   5.3922300e-01   4.6077700e-01
   5.2460409e-01   4.7539591e-01
   5.1777025e-01   4.8222975e-01
   4.9017825e-01   5.0982175e-01
   5.2294715e-01   4.7705285e-01
   5.4744282e-01   4.5255718e-01
   5.4484488e-01   4.5515512e-01
   4.5419342e-01   5.4580658e-01
   5.1863096e-01   4.8136904e-01
   4.9164434e-01   5.0835566e-01
   4.9492888e-01   5.0507112e-01
   4.9581893e-01   5.0418107e-01
   4.5250765e-01   5.4749235e-01
   5.2829754e-01   4.7170246e-01
   4.5747236e-01   5.4252764e-01
   5.0622771e-01   4.9377229e-01
   5.1964937e-01   4.8035063e-01
   4.8936379e-01   5.1063621e-01
   5.2499106e-01   4.7500894e-01
   4.1748408e-01   5.8251592e-01
   4.8092967e-01   5.1907033e-01
   5.2262529e-01   4.7737471e-01
   5.4230154e-01   4.5769846e-01
   4.8973045e-01   5.1026955e-01
   4.9233841e-01   5.0766159e-01
   5.3559212e-01   4.6440788e-01
   4.9414804e-01   5.0585196e-01
   5.1456266e-01   4.8543734e-01
   5.0460280e-01   4.9539720e-01
   5.1751329e-01   4.8248671e-01
   4.8178908e-01   5.1821092e-01
   5.0334772e-01   4.9665228e-01
   4.6498989e-01   5.3501011e-01
   5.0825426e-01   4.9174574e-01
   5.3052305e-01   4.6947695e-01
   4.3555349e-01   5.6444651e-01
   5.4085295e-01   4.5914705e-01
   5.3990462e-01   4.6009538e-01
   4.8850620e-01   5.1149380e-01
   4.9377822e-01   5.0622178e-01
   4.5111128e-01   5.4888872e-01
   5.0516332e-01   4.9483668e-01
   5.3963411e-01   4.6036589e-01
   4.8627211e-01   5.1372789e-01
   4.8119646e-01   5.1880354e-01
   5.1152474e-01   4.8847526e-01
  -5.0767401e-02   1.0507674e+00
  -1.9434677e-02   1.0194347e+00
   1.9578574e-02   9.8042143e-01
   1.7513758e-03   9.9824862e-01
   6.3771830e-03   9.9362282e-01
   1.6627084e-02   9.8337292e-01
  -1.5891558e-02   1.0158916e+00
   4.8183567e-03   9.9518164e-01
   2.4095292e-02   9.7590471e-01
  -6.6040868e-03   1.0066041e+00
   1.3277563e-02   9.8672244e-01
  -2.0119924e-02   1.0201199e+00
  -3.9958690e-02   1.0399587e+00
  -6.2065028e-04   1.0006207e+00
   2.9435683e-02   9.7056432e-01
  -1.3859415e-02   1.0138594e+00
  -3.2090899e-02   1.0320909e+00
  -4.4673280e-02   1.0446733e+00
  -4.0945335e-02   1.0409453e+00
  -7.1672940e-03   1.0071673e+00
   2.4637331e-02   9.7536267e-01
   7.8136269e-03   9.9218637e-01
  -2.0052062e-02   1.0200521e+00
  -2.5373858e-02   1.0253739e+00
  -2.4770687e-02   1.0247707e+00
  -1.0437458e-02   1.0104375e+00
   2.9599624e-02   9.7040038e-01
   2.4473890e-02   9.7552611e-01
   6.9043337e-02   9.3095666e-01
  -5.1951813e-02   1.0519518e+00
  -3.6372128e-02   1.0363721e+00
  -9.8854265e-03   1.0098854e+00
  -2.1953154e-03   1.0021953e+00
   1.7224725e-03   9.9827753e-01
   1.9142701e-02   9.8085730e-01
   4.4054361e-02   9.5594564e-01
   1.1182305e-03   9.9888177e-01
   4.9932946e-02   9.5006705e-01
  -1.6141882e-02   1.0161419e+00
   4.5261659e-02   9.5473834e-01
   4.3304398e-03   9.9566956e-01
   2.5894818e-02   9.7410518e-01
  -1.1309078e-02   1.0113091e+00
  -1.9017401e-02   1.0190174e+00
   3.5755232e-02   9.6424477e-01
  -5.9490408e-03   1.0059490e+00
   3.1301131e-02   9.6869887e-01
   1.2166281e-02   9.8783372e-01
   4.9025607e-01   5.0974393e-01
   4.8651999e-01   5.1348001e-01
   5.2846703e-01   4.7153297e-01
   5.2569031e-01   4.7430969e-01
   4.7083254e-01   5.2916746e-01
   4.9145618e-01   5.0854382e-01
   4.6803850e-01   5.3196150e-01
   5.2444484e-01   4.7555516e-01
   4.6497619e-01   5.3502381e-01
   4.8257607e-01   5.1742393e-01
   4.8751899e-01   5.1248101e-01
   5.0688435e-01   4.9311565e-01
   5.3296089e-01   4.6703911e-01
   5.3619887e-01   4.6380113e-01
   4.7392683e-01   5.2607317e-01
   4.9846445e-01   5.0153555e-01
   4.8718471e-01   5.1281529e-01
   5.3820677e-01   4.6179323e-01
   4.9152174e-01   5.0847826e-01
   5.1289796e-01   4.8710204e-01
   5.0916729e-01   4.9083271e-01
   5.0687450e-01   4.9312550e-01
   4.8007143e-01   5.1992857e-01
   4.9159598e-01   5.0840402e-01
   5.1200107e-01   4.8799893e-01
   5.2902240e-01   4.7097760e-01
   4.9074063e-01   5.0925937e-01
   5.0746790e-01   4.9253210e-01
   4.8640343e-01   5.1359657e-01
   5.0226029e-01   4.9773971e-01
   5.2563804e-01   4.7436196e-01
   4.7003618e-01   5.2996382e-01
   5.5149056e-01   4.4850944e-01
   4.7768772e-01   5.2231228e-01
   4.7522124e-01   5.2477876e-01
   4.9089331e-01   5.0910669e-01
   5.0867598e-01   4.9132402e-01
   5.4902180e-01   4.5097820e-01
   5.2144003e-01   4.7855997e-01
   5.1016052e-01   4.8983948e-01
   4.9882342e-01   5.0117658e-01
   4.6829017e-01   5.3170983e-01
   5.4241758e-01   4.5758242e-01
   4.9284860e-01   5.0715140e-01
   5.3881932e-01   4.6118068e-01
   4.6421154e-01   5.3578846e-01
   5.0650567e-01   4.9349433e-01
   4.8757570e-01   5.1242430e-01
   5.1375452e-01   4.8624548e-01
   5.1391412e-01   4.8608588e-01
   4.8413244e-01   5.1586756e-01
   5.0342219e-01   4.9657781e-01
   4.9830506e-01   5.0169494e-01
   4.9125804e-01   5.0874196e-01
   5.1876431e-01   4.8123569e-01
   5.2183503e-01   4.7816497e-01
   4.9675194e-01   5.0324806e-01
   4.7071919e-01   5.2928081e-01
   4.8075743e-01   5.1924257e-01
   5.4442833e-01   4.5557167e-01
   5.3868256e-01   4.6131744e-01
   4.5895195e-01   5.4104805e-01
   4.7137566e-01   5.2862434e-01
   4.8082268e-01   5.1917732e-01
   4.6033150e-01   5.3966850e-01
   5.1977039e-01   4.8022961e-01
   4.7594549e-01   5.2405451e-01
   4.9882257e-01   5.0117743e-01
   4.9415916e-01   5.0584084e-01
   5.1996339e-01   4.8003661e-01
   4.2552064e-01   5.7447936e-01
   5.2349015e-01   4.7650985e-01
   5.0070943e-01   4.9929057e-01
   5.0562685e-01   4.9437315e-01
   5.0313864e-01   4.9686136e-01
   5.0667326e-01   4.9332674e-01
   4.9130704e-01   5.0869296e-01
   5.3079398e-01   4.6920602e-01
   5.2271911e-01   4.7728089e-01
   4.8669225e-01   5.1330775e-01
   5.0633841e-01   4.9366159e-01
   4.8159962e-01   5.1840038e-01
   4.7135960e-01   5.2864040e-01
   4.9315668e-01   5.0684332e-01
   5.4185964e-01   4.5814036e-01
   4.7666413e-01   5.2333587e-01
   4.6189426e-01   5.3810574e-01
   5.2452766e-01   4.7547234e-01
   4.8600184e-01   5.1399816e-01
   4.8069065e-01   5.1930935e-01
   4.9560128e-01   5.0439872e-01
   4.8237277e-01   5.1762723e-01
   4.7211795e-01   5.2788205e-01
   4.8498486e-01   5.1501514e-01
   5.4761811e-01   4.5238189e-01
   5.0366830e-01   4.9633170e-01
   4.9468198e-01   5.0531802e-01
   5.2181747e-01   4.7818253e-01
   5.1059450e-01   4.8940550e-01
   5.0643377e-01   4.9356623e-01
   4.8683193e-01   5.1316807e-01
   4.9434715e-01   5.0565285e-01
   4.8458457e-01   5.1541543e-01
   4.7071561e-01   5.2928439e-01
   5.2536520e-01   4.7463480e-01
   4.7093650e-01   5.2906350e-01
   5.1647713e-01   4.8352287e-01
   4.8651358e-01   5.1348642e-01
   4.8583700e-01   5.1416300e-01
   4.9108837e-01   5.0891163e-01
   5.3899530e-01   4.6100470e-01
   5.1780900e-01   4.8219100e-01
   4.6725466e-01   5.3274534e-01
   4.8584407e-01   5.1415593e-01
   5.2555204e-01   4.7444796e-01
   4.9968589e-01   5.0031411e-01
   4.6945627e-01   5.3054373e-01
   4.5736835e-01   5.4263165e-01
   4.8053094e-01   5.1946906e-01
   5.2158105e-01   4.7841895e-01
   4.5538177e-01   5.4461823e-01
   5.1127292e-01   4.8872708e-01
   4.8904969e-01   5.1095031e-01
   5.0730066e-01   4.9269934e-01
   4.8622561e-01   5.1377439e-01
   4.8343794e-01   5.1656206e-01
   4.9076794e-01   5.0923206e-01
   5.5274601e-01   4.4725399e-01
   4.9804313e-01   5.0195687e-01
   4.8512079e-01   5.1487921e-01
   5.2489963e-01   4.7510037e-01
   5.1874727e-01   4.8125273e-01
   4.9722071e-01   5.0277929e-01
   4.8959737e-01   5.1040263e-01
   4.5932174e-01   5.4067826e-01
   5.4014047e-01   4.5985953e-01
   5.0502781e-01   4.9497219e-01
   4.5555178e-01   5.4444822e-01
   4.4659785e-01   5.5340215e-01
   4.8265766e-01   5.1734234e-01
   5.0784821e-01   4.9215179e-01
   5.3701667e-01   4.6298333e-01
   4.9778479e-01   5.0221521e-01
   4.5345340e-01   5.4654660e-01
   5.1567076e-01   4.8432924e-01
   4.9343815e-01   5.0656185e-01
   4.6191166e-01   5.3808834e-01
   5.2168981e-01   4.7831019e-01
   4.7085027e-01   5.2914973e-01
   5.0352258e-01   4.9647742e-01
   5.1409704e-01   4.8590296e-01
   4.7470458e-01   5.2529542e-01
   5.3075411e-01   4.6924589e-01
   4.8047251e-01   5.1952749e-01
   4.9341704e-01   5.0658296e-01
   5.0277964e-01   4.9722036e-01
   4.6761513e-01   5.3238487e-01
   4.9625118e-01   5.0374882e-01
   5.2582128e-01   4.7417872e-01
   5.1077505e-01   4.8922495e-01
   5.2322611e-01   4.7677389e-01
   5.2082430e-01   4.7917570e-01
   5.3412977e-01   4.6587023e-01
   5.1157752e-01   4.8842248e-01
   5.1824398e-01   4.8175602e-01
   4.9969020e-01   5.0030980e-01
   5.3554149e-01   4.6445851e-01
   4.6874341e-01   5.3125659e-01
   4.7457481e-01   5.2542519e-01
   4.8929291e-01   5.1070709e-01
   4.8626289e-01   5.1373711e-01
   4.4349537e-01   5.5650463e-01
   5.2408975e-01   4.7591025e-01
   5.0381988e-01   4.9618012e-01
   4.9678543e-01   5.0321457e-01
   4.7350456e-01   5.2649544e-01
   4.8772595e-01   5.1227405e-01
   5.0426176e-01   4.9573824e-01
   5.1199584e-01   4.8800416e-01
   4.7615501e-01   5.2384499e-01
   4.9270502e-01   5.0729498e-01
   5.2970185e-01   4.7029815e-01
   4.5292346e-01   5.4707654e-01
   5.2841301e-01   4.7158699e-01
   4.5910662e-01   5.4089338e-01
   4.7171196e-01   5.2828804e-01
   4.9788264e-01   5.0211736e-01
   4.8629496e-01   5.1370504e-01
   5.1706337e-01   4.8293663e-01
   4.5537490e-01   5.4462510e-01
   5.1729953e-01   4.8270047e-01
   6.5518619e-02   9.3448138e-01
  -4.3753380e-02   1.0437534e+00
  -7.7944709e-03   1.0077945e+00
   1.9733070e-02   9.8026693e-01
   2.9900374e-02   9.7009963e-01
   3.8699564e-02   9.6130044e-01
   5.5691216e-02   9.4430878e-01
  -1.1532891e-02   1.0115329e+00
  -1.6417435e-02   1.0164174e+00
  -1.8795662e-02   1.0187957e+00
   1.5159316e-02   9.8484068e-01
   1.2379819e-02   9.8762018e-01
   3.1155235e-02   9.6884476e-01
  -3.8695414e-03   1.0038695e+00
   3.4654325e-02   9.6534567e-01
  -5.3563516e-03   1.0053564e+00
   2.9491398e-03   9.9705086e-01
   3.1617017e-02   9.6838298e-01
   2.0504324e-02   9.7949568e-01
  -4.2642297e-02   1.0426423e+00
   3.7205081e-02   9.6279492e-01
  -1.4911834e-02   1.0149118e+00
  -2.0642801e-02   1.0206428e+00
   3.0655256e-03   9.9693447e-01
  -1.5258155e-03   1.0015258e+00
  -2.6921757e-02   1.0269218e+00
   1.2419167e-02   9.8758083e-01
   6.0416924e-02   9.3958308e-01
  -3.2681658e-03   1.0032682e+00
   3.8096048e-02   9.6190395e-01
  -1.3601193e-02   1.0136012e+00
  -3.2456172e-02   1.0324562e+00
   2.2168513e-02   9.7783149e-01
   2.8069491e-02   9.7193051e-01
   1.8130881e-02   9.8186912e-01
   1.9738432e-02   9.8026157e-01
   6.1722324e-03   9.9382777e-01
  -4.7323532e-03   1.0047324e+00
   1.3078203e-02   9.8692180e-01
   1.6667316e-02   9.8333268e-01
  -1.6857163e-02   1.0168572e+00
  -2.5481976e-04   1.0002548e+00
  -3.3287847e-02   1.0332878e+00
   1.0491344e-02   9.8950866e-01
  -4.6812940e-02   1.0468129e+00
  -9.4316791e-03   1.0094317e+00
   2.2360950e-02   9.7763905e-01
   4.7547291e-03   9.9524527e-01
   1.4438940e-03   9.9855611e-01
  -1.2807072e-02   1.0128071e+00
  -1.2674979e-02   1.0126750e+00
   2.0366835e-02   9.7963316e-01
   2.0144199e-02   9.7985580e-01
  -4.5224019e-03   1.0045224e+00
  -3.7259091e-02   1.0372591e+00
   3.9204402e-02   9.6079560e-01
  -2.7901942e-02   1.0279019e+00
  -1.1320719e-02   1.0113207e+00
   1.3363978e-03   9.9866360e-01
   2.2351113e-02   9.7764889e-01
  -5.5090963e-03   1.0055091e+00
   3.0798942e-02   9.6920106e-01
  -1.5493941e-02   1.0154939e+00
   1.4116459e-02   9.8588354e-01
  -3.8424674e-02   1.0384247e+00
  -2.0961376e-02   1.0209614e+00
  -6.3925566e-02   1.0639256e+00
   2.7307359e-02   9.7269264e-01
   1.0402850e-03   9.9895972e-01
  -6.2438512e-03   1.0062439e+00
  -2.2507048e-02   1.0225070e+00
   2.9534229e-02   9.7046577e-01
  -1.8410475e-02   1.0184105e+00
  -3.2491050e-02   1.0324910e+00
  -1.3740455e-02   1.0137405e+00
  -4.5412867e-02   1.0454129e+00
  -2.5384302e-03   1.0025384e+00
