              0        0.45351        0.54649        0.54649       0.500936
              1       0.494129       0.505871       0.505871       0.500936
              2       0.521866       0.478134       0.478134       0.500936
              3       0.537544       0.462456       0.462456       0.500936
              4       0.540342       0.459658       0.459658       0.500936
              5       0.528762       0.471238       0.471238       0.500936
              6       0.524533       0.475467       0.475467       0.500936
              7       0.515406       0.484594       0.484594       0.500936
              8        0.49748        0.50252        0.50252       0.500936
              9       0.480698       0.519302       0.519302       0.500936
             10       0.466152       0.533848       0.533848       0.500936
             11        0.46018        0.53982        0.53982       0.500936
             12       0.473054       0.526946       0.526946       0.500936
             13        0.49119        0.50881        0.50881       0.500936
             14       0.504266       0.495734       0.495734       0.500936
             15       0.510853       0.489147       0.489147       0.500936
             16       0.508415       0.491585       0.491585       0.500936
             17       0.499421       0.500579       0.500579       0.500936
             18       0.494981       0.505019       0.505019       0.500936
             19       0.493307       0.506693       0.506693       0.500936
             20       0.490985       0.509015       0.509015       0.500936
             21       0.486248       0.513752       0.513752       0.500936
             22       0.478599       0.521401       0.521401       0.500936
             23       0.473778       0.526222       0.526222       0.500936
             24       0.475684       0.524316       0.524316       0.500936
             25       0.486059       0.513941       0.513941       0.500936
             26       0.492581       0.507419       0.507419       0.500936
             27       0.494307       0.505693       0.505693       0.500936
             28       0.490749       0.509251       0.509251       0.500936
             29       0.493672       0.506328       0.506328       0.500936
             30       0.500396       0.499604       0.499604       0.500936
             31       0.504681       0.495319       0.495319       0.500936
             32       0.502164       0.497836       0.497836       0.500936
             33       0.490066       0.509934       0.509934       0.500936
             34       0.485204       0.514796       0.514796       0.500936
             35       0.489237       0.510763       0.510763       0.500936
             36        0.49351        0.50649        0.50649       0.500936
             37       0.494536       0.505464       0.505464       0.500936
             38       0.494592       0.505408       0.505408       0.500936
             39       0.491024       0.508976       0.508976       0.500936
             40       0.486634       0.513366       0.513366       0.500936
             41       0.480508       0.519492       0.519492       0.500936
             42       0.458626       0.541374       0.541374       0.500936
             43       0.437236       0.562764       0.562764       0.500936
             44       0.432001       0.567999       0.567999       0.500936
             45       0.435675       0.564325       0.564325       0.500936
             46       0.451059       0.548941       0.548941       0.500936
             47       0.480518       0.519482       0.519482       0.500936
             48       0.501432       0.498568       0.498568       0.500936
             49        0.50838        0.49162        0.49162       0.500936
             50       0.510802       0.489198       0.489198       0.500936
             51       0.494793       0.505207       0.505207       0.500936
             52       0.463805       0.536195       0.536195       0.500936
             53       0.458048       0.541952       0.541952       0.500936
             54       0.478101       0.521899       0.521899       0.500936
             55       0.496989       0.503011       0.503011       0.500936
             56       0.517171       0.482829       0.482829       0.500936
             57       0.528344       0.471656       0.471656       0.500936
             58       0.524729       0.475272       0.475272       0.500936
             59       0.513304       0.486696       0.486696       0.500936
             60       0.504316       0.495684       0.495684       0.500936
             61       0.491586       0.508414       0.508414       0.500936
             62       0.477374       0.522626       0.522626       0.500936
             63       0.468218       0.531782       0.531782       0.500936
             64       0.469962       0.530038       0.530038       0.500936
             65       0.480822       0.519178       0.519178       0.500936
             66       0.490626       0.509374       0.509374       0.500936
             67       0.495131       0.504869       0.504869       0.500936
             68       0.493756       0.506244       0.506244       0.500936
             69        0.47686        0.52314        0.52314       0.500936
             70       0.454945       0.545055       0.545055       0.500936
             71       0.447363       0.552637       0.552637       0.500936
             72       0.448363       0.551637       0.551637       0.500936
             73       0.456343       0.543657       0.543657       0.500936
             74       0.477845       0.522155       0.522155       0.500936
             75       0.501734       0.498266       0.498266       0.500936
             76       0.518007       0.481993       0.481993       0.500936
             77       0.521684       0.478316       0.478316       0.500936
             78       0.508802       0.491198       0.491198       0.500936
             79       0.491852       0.508148       0.508148       0.500936
             80        0.47553        0.52447        0.52447       0.500936
             81        0.46733        0.53267        0.53267       0.500936
             82       0.470709       0.529291       0.529291       0.500936
             83       0.471589       0.528411       0.528411       0.500936
             84       0.466735       0.533265       0.533265       0.500936
             85        0.46668        0.53332        0.53332       0.500936
             86       0.463712       0.536288       0.536288       0.500936
             87       0.452702       0.547298       0.547298       0.500936
             88       0.448526       0.551474       0.551474       0.500936
             89       0.455585       0.544415       0.544415       0.500936
             90       0.469377       0.530623       0.530623       0.500936
             91       0.492287       0.507713       0.507713       0.500936
             92       0.507912       0.492088       0.492088       0.500936
             93       0.503481       0.496519       0.496519       0.500936
             94       0.493171       0.506829       0.506829       0.500936
             95       0.495584       0.504416       0.504416       0.500936
             96       0.505889       0.494111       0.494111       0.500936
             97       0.514213       0.485787       0.485787       0.500936
             98       0.522978       0.477022       0.477022       0.500936
             99       0.519227       0.480773       0.480773       0.500936
            100       0.503142       0.496858       0.496858       0.500936
            101       0.490834       0.509166       0.509166       0.500936
            102       0.486975       0.513025       0.513025       0.500936
            103       0.482752       0.517248       0.517248       0.500936
            104       0.474547       0.525453       0.525453       0.500936
            105       0.467605       0.532395       0.532395       0.500936
            106       0.455986       0.544014       0.544014       0.500936
            107       0.452418       0.547582       0.547582       0.500936
            108       0.468306       0.531694       0.531694       0.500936
            109       0.493988       0.506012       0.506012       0.500936
            110       0.508455       0.491545       0.491545       0.500936
            111       0.515412       0.484588       0.484588       0.500936
            112       0.518702       0.481298       0.481298       0.500936
            113        0.51106        0.48894        0.48894       0.500936
            114       0.499048       0.500952       0.500952       0.500936
            115       0.490635       0.509365       0.509365       0.500936
            116       0.484592       0.515408       0.515408       0.500936
