              0       0.113149       0.886851       0.886851       0.757837
              1       0.131891       0.868109       0.868109       0.757837
              2       0.141408       0.858592       0.858592       0.757837
              3       0.144023       0.855977       0.855977       0.757837
              4       0.142354       0.857646       0.857646       0.757837
              5       0.119906       0.880094       0.880094       0.757837
              6       0.107108       0.892892       0.892892       0.757837
              7       0.102934       0.897066       0.897066       0.757837
              8       0.110547       0.889453       0.889453       0.757837
              9       0.135264       0.864736       0.864736       0.757837
             10       0.164899       0.835101       0.835101       0.757837
             11       0.182724       0.817276       0.817276       0.757837
             12        0.18618        0.81382        0.81382       0.757837
             13       0.153748       0.846252       0.846252       0.757837
             14       0.102224       0.897776       0.897776       0.757837
             15      0.0749553       0.925045       0.925045       0.757837
             16       0.110801       0.889199       0.889199       0.757837
             17       0.140522       0.859478       0.859478       0.757837
             18       0.163372       0.836628       0.836628       0.757837
             19        0.17972        0.82028        0.82028       0.757837
             20       0.150936       0.849064       0.849064       0.757837
             21       0.104141       0.895859       0.895859       0.757837
             22      0.0538819       0.946118       0.946118       0.757837
             23     -0.0106848        1.01068        1.01068       0.757837
             24     -0.0433137        1.04331        1.04331       0.757837
             25     -0.0156822        1.01568        1.01568       0.757837
             26       0.034782       0.965218       0.965218       0.757837
             27      0.0897667       0.910233       0.910233       0.757837
             28       0.132961       0.867039       0.867039       0.757837
             29        0.16837        0.83163        0.83163       0.757837
             30       0.200789       0.799211       0.799211       0.757837
             31        0.23861        0.76139        0.76139       0.757837
             32        0.27185        0.72815        0.72815       0.757837
             33       0.283793       0.716207       0.716207       0.757837
             34       0.258692       0.741308       0.741308       0.757837
             35       0.203528       0.796472       0.796472       0.757837
             36       0.135141       0.864859       0.864859       0.757837
             37      0.0728751       0.927125       0.927125       0.757837
             38      0.0374021       0.962598       0.962598       0.757837
             39      0.0268326       0.973167       0.973167       0.757837
             40      0.0311738       0.968826       0.968826       0.757837
             41      0.0269456       0.973054       0.973054       0.757837
             42   -0.000888594        1.00089        1.00089       0.757837
             43     -0.0196925        1.01969        1.01969       0.757837
             44     0.00122711       0.998773       0.998773       0.757837
             45      0.0575429       0.942457       0.942457       0.757837
             46       0.109475       0.890525       0.890525       0.757837
             47       0.170896       0.829104       0.829104       0.757837
             48        0.23412        0.76588        0.76588       0.757837
             49       0.246357       0.753643       0.753643       0.757837
             50       0.223498       0.776502       0.776502       0.757837
             51       0.193261       0.806739       0.806739       0.757837
             52       0.138711       0.861289       0.861289       0.757837
             53      0.0838762       0.916124       0.916124       0.757837
             54      0.0619705        0.93803        0.93803       0.757837
             55       0.071517       0.928483       0.928483       0.757837
             56      0.0923586       0.907641       0.907641       0.757837
             57       0.119998       0.880002       0.880002       0.757837
             58        0.12715        0.87285        0.87285       0.757837
             59       0.120589       0.879411       0.879411       0.757837
             60       0.146469       0.853531       0.853531       0.757837
             61        0.20341        0.79659        0.79659       0.757837
             62       0.269494       0.730506       0.730506       0.757837
             63       0.289251       0.710749       0.710749       0.757837
             64       0.243817       0.756183       0.756183       0.757837
             65       0.157535       0.842465       0.842465       0.757837
             66       0.106162       0.893838       0.893838       0.757837
             67       0.117341       0.882659       0.882659       0.757837
             68       0.148435       0.851565       0.851565       0.757837
             69       0.166513       0.833487       0.833487       0.757837
             70       0.170934       0.829066       0.829066       0.757837
             71       0.144282       0.855718       0.855718       0.757837
             72       0.102502       0.897498       0.897498       0.757837
             73        0.10139        0.89861        0.89861       0.757837
             74       0.118809       0.881191       0.881191       0.757837
             75       0.132438       0.867562       0.867562       0.757837
             76       0.172687       0.827313       0.827313       0.757837
             77       0.219203       0.780797       0.780797       0.757837
             78       0.232578       0.767422       0.767422       0.757837
             79       0.234213       0.765787       0.765787       0.757837
             80       0.239355       0.760645       0.760645       0.757837
             81       0.213024       0.786976       0.786976       0.757837
             82       0.171354       0.828646       0.828646       0.757837
             83       0.140463       0.859537       0.859537       0.757837
             84       0.112396       0.887604       0.887604       0.757837
             85       0.123821       0.876179       0.876179       0.757837
             86       0.175973       0.824027       0.824027       0.757837
             87       0.202182       0.797818       0.797818       0.757837
             88       0.168989       0.831011       0.831011       0.757837
             89      0.0895141       0.910486       0.910486       0.757837
             90      0.0422011       0.957799       0.957799       0.757837
             91      0.0545516       0.945448       0.945448       0.757837
             92       0.129355       0.870645       0.870645       0.757837
             93       0.181345       0.818655       0.818655       0.757837
             94       0.185781       0.814219       0.814219       0.757837
             95       0.165159       0.834842       0.834842       0.757837
             96       0.155899       0.844101       0.844101       0.757837
             97       0.160766       0.839234       0.839234       0.757837
             98       0.169871       0.830129       0.830129       0.757837
             99       0.157266       0.842734       0.842734       0.757837
            100       0.133372       0.866628       0.866628       0.757837
            101       0.137088       0.862912       0.862912       0.757837
            102        0.15963        0.84037        0.84037       0.757837
            103       0.179929       0.820071       0.820071       0.757837
            104       0.203375       0.796625       0.796625       0.757837
